run_name,num_loc,algorithm,train_seed,epoch,val_cost,val_reward
tsp50_leader_alpha0p5_n64_seed0,50,leader_reward,0,33,6.203404903411865,-6.203404903411865
tsp50_leader_alpha0p5_n64_seed0,50,leader_reward,0,34,6.195547103881836,-6.195547103881836
tsp50_leader_alpha0p5_n64_seed0,50,leader_reward,0,35,6.193483829498291,-6.193483829498291
tsp50_leader_alpha0p5_n64_seed0,50,leader_reward,0,36,6.192153453826904,-6.192153453826904
tsp50_leader_alpha0p5_n64_seed0,50,leader_reward,0,37,6.188490867614746,-6.188490867614746
tsp50_leader_alpha0p5_n64_seed0,50,leader_reward,0,38,6.184841156005859,-6.184841156005859
tsp50_leader_alpha0p5_n64_seed0,50,leader_reward,0,39,6.179515838623047,-6.179515838623047
tsp50_leader_alpha0p5_n64_seed0,50,leader_reward,0,40,6.178813457489014,-6.178813457489014
tsp50_leader_alpha0p5_n64_seed0,50,leader_reward,0,41,6.174921989440918,-6.174921989440918
tsp50_leader_alpha0p5_n64_seed0,50,leader_reward,0,42,6.170938014984131,-6.170938014984131
tsp50_leader_alpha0p5_n64_seed0,50,leader_reward,0,43,6.170666217803955,-6.170666217803955
tsp50_leader_alpha0p5_n64_seed0,50,leader_reward,0,44,6.161259174346924,-6.161259174346924
tsp50_leader_alpha0p5_n64_seed0,50,leader_reward,0,45,6.159967422485352,-6.159967422485352
tsp50_leader_alpha0p5_n64_seed0,50,leader_reward,0,46,6.157357692718506,-6.157357692718506
tsp50_leader_alpha0p5_n64_seed0,50,leader_reward,0,47,6.155035495758057,-6.155035495758057
tsp50_leader_alpha0p5_n64_seed0,50,leader_reward,0,48,6.156828880310059,-6.156828880310059
tsp50_leader_alpha0p5_n64_seed0,50,leader_reward,0,49,6.152071952819824,-6.152071952819824
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,0,6.977537155151367,-6.977537155151367
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,1,6.828812122344971,-6.828812122344971
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,2,6.734638214111328,-6.734638214111328
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,3,6.669585704803467,-6.669585704803467
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,4,6.589317798614502,-6.589317798614502
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,5,6.552789688110352,-6.552789688110352
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,6,6.513223648071289,-6.513223648071289
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,7,6.467183589935303,-6.467183589935303
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,8,6.428536891937256,-6.428536891937256
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,9,6.400959014892578,-6.400959014892578
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,10,6.398146152496338,-6.398146152496338
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,11,6.356752872467041,-6.356752872467041
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,12,6.341095447540283,-6.341095447540283
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,13,6.331012725830078,-6.331012725830078
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,14,6.319817543029785,-6.319817543029785
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,15,6.3150634765625,-6.3150634765625
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,16,6.30269193649292,-6.30269193649292
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,17,6.294530868530273,-6.294530868530273
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,18,6.285666465759277,-6.285666465759277
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,19,6.266594409942627,-6.266594409942627
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,20,6.267847061157227,-6.267847061157227
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,21,6.26469087600708,-6.26469087600708
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,22,6.25602912902832,-6.25602912902832
tsp50_maxk_k8_hybrid_n64_seed0,50,maxk_pomo,0,23,6.246230125427246,-6.246230125427246
